index,GUID,Name,HallOfFameStatus,HallofFameClass,YearDrafted,TO_YEAR,Years_Played,HOF_Elgibility_Year,Pick,Team,College,GP,MIN,PTS,FGM,FGA,FG%,3P_Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,idPlayer,numberRound,BIRTHDATE,POSITION,AGE_ROOKIE_SEASON,Draft_Decade,numBallotsBeforeInduct,ML_Prediction,ConfusionMatrix
662,DERRICKMCKEY1987,Derrick McKey,Not Inducted,,1987,2001,15,2006,9,SEA,University of Alabama,82,20.8,8.5,3.1,6.3,49.1,0.1,0.4,36.7,2.1,2.7,77.2,1.4,2.6,4,1.3,0.8,0.8,1.3,10.2,365,1,1966-10-10 00:00:00,Forward,21.01,1980s,,1,False Positive
663,HORACEGRANT1987,Horace Grant,Not Inducted,,1987,2003,17,2008,10,CHI,Clemson University,81,22.6,7.7,3.1,6.3,50.1,0,0,0,1.4,2.2,62.6,1.9,3.6,5.5,1.1,0.6,0.7,1.1,10.6,270,1,1965-07-04 00:00:00,Center,22.28,1980s,,0,True Negative
664,CHRISGARNER1997,Chris Garner,Not Inducted,,1997,2000,4,2005,200,,,38,7.7,1.4,0.6,1.8,32.9,0.1,0.4,28.6,0.1,0.2,42.9,0.2,0.4,0.6,1.2,0.6,0.1,0.7,1.9,,10,,,,,,0,True Negative
665,MUGGSYBOGUES1987,Muggsy Bogues,Not Inducted,,1987,2000,14,2005,12,WSB,Wake Forest University,79,20.6,5,2.1,5.4,39,0,0.2,18.8,0.7,0.9,78.4,0.4,1.3,1.7,5.1,1.6,0,1.3,8.7,177,1,1965-01-09 00:00:00,Guard,22.76,1980s,,0,True Negative
666,JOEWOLF1987,Joe Wolf,Not Inducted,,1987,1998,12,2003,13,LAC,University of North Carolina,42,27.1,7.6,3.2,8,40.7,0.1,0.4,20,1.1,1.3,83.3,1.2,3.2,4.5,2.3,0.9,0.4,1.8,9,341,1,1964-12-17 00:00:00,Forward,22.83,1980s,,0,True Negative
667,TELLISFRANK1987,Tellis Frank,Not Inducted,,1987,1993,7,1998,14,GSW,Western Kentucky University,78,20.5,8.1,3.1,7.2,42.8,0,0,0,1.9,2.7,72.5,1.2,3,4.2,1.4,0.7,0.3,1.4,8.5,76748,1,1965-04-26 00:00:00,Forward,22.47,1980s,,0,True Negative
668,MARKJACKSON1987,Mark Jackson,Not Inducted,,1987,2003,17,2008,18,NYK,St. John's University,82,39.6,13.6,5.3,12.4,43.2,0.4,1.5,25.4,2.5,3.2,77.4,1.5,3.4,4.8,10.6,2.5,0.1,3.1,20.7,349,1,1965-04-01 00:00:00,Guard,22.54,1980s,,1,False Positive
669,KENNORMAN1987,Ken Norman,Not Inducted,,1987,1996,10,2001,19,LAC,University of Illinois at Urbana-Champaign,66,21.7,8.6,3.7,7.6,48.2,0,0.2,0,1.3,2.6,51.2,1.5,2.5,4,1.2,0.7,0.5,1.6,8.2,80,1,1964-09-05 00:00:00,Forward,23.11,1980s,,0,True Negative
975,MARQUISDANIELS2003,Marquis Daniels,Not Inducted,,2003,2012,10,2017,200,,,56,18.6,8.5,3.6,7.3,49.4,0.2,0.6,30.6,1.1,1.4,76.9,1.2,1.4,2.6,2.1,0.9,0.2,0.8,9.5,,10,,,,,,0,True Negative
670,DALLASCOMEGYS1987,Dallas Comegys,Not Inducted,,1987,1988,2,1993,21,ATL,DePaul University,75,15,5.6,2.1,4.8,43,0,0,0,1.4,2,70.7,0.7,2.2,2.9,0.9,0.5,0.9,1.6,5.9,76426,1,1964-08-17 00:00:00,Center,23.16,1980s,,0,True Negative
671,REGGIELEWIS1987,Reggie Lewis,Not Inducted,,1987,1992,6,1997,22,BOS,Northeastern University,49,8.3,4.5,1.8,3.9,46.6,0,0.1,0,0.8,1.2,70.2,0.6,0.7,1.3,0.5,0.3,0.3,0.6,3.9,77384,1,1965-11-21 00:00:00,Guard,21.9,1980s,,0,True Negative
672,GREGANDERSON1987,Greg Anderson,Not Inducted,,1987,1997,11,2002,23,SAS,University of Houston,82,24.2,11.7,4.6,9.2,50.1,0,0.1,20,2.4,4,60.4,2,4.3,6.3,1,0.7,1.5,1.7,13.1,246,1,1964-06-22 00:00:00,Center,23.31,1980s,,0,True Negative
673,TONYWHITE1987,Tony White,Not Inducted,,1987,1987,1,1992,33,CHI,University of Tennessee,49,11.9,5.3,2.3,5.1,44.6,0,0.1,0,0.8,1.1,72.2,0.2,0.4,0.6,1.2,0.4,0,1,3.5,78514,2,1965-02-15 00:00:00,Guard,22.66,1980s,,0,True Negative
674,WINSTONGARLAND1987,Winston Garland,Not Inducted,,1987,1994,8,1999,40,MIL,Missouri State University,67,31.7,12.4,5.1,11.6,43.9,0.2,0.6,33.3,2.1,2.3,87.9,1,2.4,3.4,6.4,1.7,0.1,2.5,14.8,76782,2,1964-12-19 00:00:00,Guard,22.82,1980s,,1,False Positive
675,SAMMACK1992,Sam Mack,Not Inducted,,1992,2001,10,2006,200,,,40,6.7,3.6,1.2,3,39.8,0.1,0.6,13.6,1.1,1.5,77.6,0.5,0.8,1.2,0.4,0.3,0.1,0.6,3,,10,,,,,,0,True Negative
676,BRADLOHAUS1987,Brad Lohaus,Not Inducted,,1987,1997,11,2002,45,BOS,University of Iowa,70,10.3,4.2,1.7,3.5,49.6,0,0.2,23.1,0.7,0.9,80.6,0.7,1.3,2,0.7,0.3,0.6,0.8,5,38,2,1964-09-29 00:00:00,Forward,23.04,1980s,,0,True Negative
677,BILLYDONOVAN1987,Billy Donovan,Not Inducted,,1987,1987,1,1992,68,UTA,Providence College,44,8.3,2.4,1,2.5,40.4,0,0.2,0,0.4,0.5,81,0.1,0.5,0.6,2,0.4,0,0.9,2.8,76586,3,1965-05-30 00:00:00,Guard,22.38,1980s,,0,True Negative
678,CHRISDUDLEY1987,Chris Dudley,Not Inducted,,1987,2002,16,2007,75,CLE,Yale University,55,9.3,3.1,1.2,2.5,47.4,0,0,0,0.7,1.3,56.3,1.3,1.3,2.6,0.4,0.2,0.3,0.6,4.3,201,4,1965-02-22 00:00:00,Center,22.64,1980s,,0,True Negative
679,BARTKOFOED1987,Bart Kofoed,Not Inducted,,1987,1992,6,1997,107,UTA,University of Nebraska at Kearney,36,6.3,1.3,0.5,1.3,37.5,0.1,0.2,28.6,0.2,0.4,61.5,0.1,0.3,0.4,0.6,0.2,0,0.5,1.1,77294,5,1964-03-24 00:00:00,Forward,23.56,1980s,,0,True Negative
680,MARTINNESSLEY1987,Martin Nessley,Not Inducted,,1987,1987,1,1992,116,LAC,Duke University,44,7.6,1.1,0.5,1.2,38.5,0,0,0,0.2,0.4,44.4,0.5,1.3,1.9,0.4,0.2,0.3,0.5,2.3,77704,6,1965-02-16 00:00:00,Forward,22.66,1980s,,0,True Negative
681,BRADDAUGHERTY1986,Brad Daugherty,Not Inducted,,1986,1993,8,1998,1,CLE,University of North Carolina,80,33.7,15.7,6.1,11.3,53.8,0,0,0,3.5,5,69.6,1.9,6.2,8.1,3.8,0.6,0.8,3.1,19.1,921,1,1965-10-19 00:00:00,Center,20.99,1980s,,1,False Positive
682,CHRISWASHBURN1986,Chris Washburn,Not Inducted,,1986,1987,2,1992,3,GSW,North Carolina State University,35,11,3.8,1.6,4.1,39.3,0,0,0,0.5,1.5,35.3,1,1.9,2.9,0.5,0.2,0.2,1.1,2.9,78463,1,1965-05-13 00:00:00,Center,21.42,1980s,,0,True Negative
683,CHUCKPERSON1986,Chuck Person,Not Inducted,,1986,1999,14,2004,4,IND,Auburn University,82,36,18.8,7.7,16.6,46.8,0.6,1.7,35.5,2.7,3.6,74.7,2,6.2,8.3,3.6,1.1,0.2,2.6,19.6,456,1,1964-06-27 00:00:00,Forward,22.3,1980s,,0,True Negative
684,KENNYWALKER1986,Kenny Walker,Not Inducted,,1986,1994,9,1999,5,NYK,University of Kentucky,68,25.3,10.4,4.2,8.5,49.1,0,0.1,0,2.1,2.7,75.7,1.7,3.2,5,1.1,0.7,0.7,1.1,11.8,78440,1,1964-08-18 00:00:00,Forward,22.16,1980s,,0,True Negative
685,WILLIAMBEDFORD1986,William Bedford,Not Inducted,,1986,1992,7,1997,6,PHO,University of Memphis,50,19.6,6.7,2.8,7.2,39.7,0,0,0,1,1.7,58.1,1.6,3.3,4.9,1.1,0.4,0.7,1.7,7.1,76138,1,1963-12-14 00:00:00,Center,22.84,1980s,,0,True Negative
686,ROYTARPLEY1986,Roy Tarpley,Not Inducted,,1986,1994,9,1999,7,DAL,University of Michigan,75,18.7,7.5,3.1,6.7,46.7,0,0,33.3,1.3,1.9,67.6,2.4,4.7,7.1,0.7,0.8,1.1,1.4,11.6,78293,1,1964-11-28 00:00:00,Forward,21.88,1980s,,0,True Negative
687,RONHARPER1986,Ron Harper,Not Inducted,,1986,2000,15,2005,8,CLE,Miami University,82,37.4,22.9,9,19.7,45.5,0.2,1.1,21.3,4.7,6.9,68.4,2.1,2.7,4.8,4.8,2.5,1,4.2,18.9,166,1,1964-01-20 00:00:00,Guard,22.74,1980s,,1,False Positive
688,BRADSELLERS1986,Brad Sellers,Not Inducted,,1986,1992,7,1997,9,CHI,Ohio State University,80,21.9,8.5,3.5,7.6,45.5,0,0.1,20,1.6,2.2,72.8,1.9,2.7,4.7,1.3,0.6,0.8,1.1,10.1,78110,1,1962-12-17 00:00:00,Forward,23.83,1980s,,0,True Negative
689,JOHNNYDAWKINS1986,Johnny Dawkins,Not Inducted,,1986,1994,9,1999,10,SAS,Duke University,81,20.8,10.3,4.1,9.4,43.7,0.2,0.6,29.8,1.9,2.4,80.1,0.7,1.4,2.1,3.6,0.8,0,1.5,9.6,1008,1,1963-09-28 00:00:00,Guard,23.05,1980s,,0,True Negative
690,JOHNSALLEY1986,John Salley,Not Inducted,,1986,1999,14,2004,11,DET,Georgia Institute of Technology,82,17.8,5.3,2,3.5,56.2,0,0,0,1.3,2.1,61.4,1.3,2.3,3.6,0.7,0.5,1.5,0.9,8.3,927,1,1964-05-16 00:00:00,Center,22.42,1980s,,0,True Negative
691,JOHNWILLIAMS1986,John Williams,Not Inducted,,1986,1994,9,1999,12,WSB,Louisiana State University,78,22.7,9.2,3.6,8,45.4,0.1,0.5,22.2,1.8,2.9,64.6,1.7,3,4.7,2.4,1.6,0.4,1.6,11.4,78554,1,1966-10-26 00:00:00,Forward,19.97,1980s,,0,True Negative
692,DELANEYRUDD1989,Delaney Rudd,Not Inducted,,1989,1992,4,1997,200,,,77,11,3.5,1.4,3.4,42.9,0.2,0.7,28.6,0.5,0.7,66,0.2,0.6,0.7,2.3,0.3,0,1.1,3.6,,10,,,,,,0,True Negative
693,WALTERBERRY1986,Walter Berry,Not Inducted,,1986,1988,3,1993,14,POR,St. John's University,63,25.2,15.9,6.5,12.2,53.1,0,0,0,3,4.6,64.9,2.2,2.7,4.9,1.7,0.6,0.6,2.4,14,76158,1,1964-05-14 00:00:00,Forward,22.42,1980s,,1,False Positive
694,DELLCURRY1986,Dell Curry,Not Inducted,,1986,2001,16,2006,15,UTA,Virginia Polytechnic Institute and State University,67,9.5,4.9,2.1,4.9,42.6,0.3,0.9,28.3,0.4,0.6,78.9,0.4,0.7,1.2,0.9,0.4,0.1,0.7,3.8,209,1,1964-06-25 00:00:00,Guard,22.31,1980s,,0,True Negative
695,HAROLDPRESSLEY1986,Harold Pressley,Not Inducted,,1986,1989,4,1994,17,SAC,Villanova University,67,13.6,4.6,2,4.7,42.3,0.1,0.4,25,0.5,0.7,72.9,1,1.6,2.6,1.8,0.6,0.3,0.9,6.1,77881,1,1963-07-14 00:00:00,Forward,23.26,1980s,,0,True Negative
696,MARKALARIE1986,Mark Alarie,Not Inducted,,1986,1990,5,1995,18,DEN,Duke University,64,17.3,7.9,3.4,6.9,49,0,0.1,22.2,1,1.6,66.3,1.1,2.2,3.3,1.2,0.3,0.4,0.9,8.2,76019,1,1963-12-11 00:00:00,Forward,22.85,1980s,,0,True Negative
697,BILLYTHOMPSON1986,Billy Thompson,Not Inducted,,1986,1991,6,1996,19,ATL,University of Louisville,59,12.9,5.6,2.4,4.4,54.4,0,0,0,0.8,1.3,64.9,1.2,1.7,2.9,1,0.3,0.5,1,6.8,1631,1,1963-12-01 00:00:00,Forward,22.87,1980s,,0,True Negative
698,BUCKJOHNSON1986,Buck Johnson,Not Inducted,,1986,1992,7,1997,20,HOU,University of Alabama,60,8.7,3.8,1.6,3.4,46.8,0,0,0,0.7,1,69,0.6,0.8,1.5,0.7,0.3,0.3,0.6,3.8,77130,1,1964-01-03 00:00:00,Forward,22.78,1980s,,0,True Negative
699,ANTHONYJONES1986,Anthony Jones,Not Inducted,,1986,1989,4,1994,21,WSB,"University of Nevada, Las Vegas",65,13.2,5,2,5,41.3,0.1,0.3,35,0.8,1,76.9,0.6,1,1.6,1.1,0.7,0.3,0.8,4.7,77173,1,1962-09-13 00:00:00,Guard,24.09,1980s,,0,True Negative
700,MARKPRICE1986,Mark Price,Not Inducted,,1986,1997,12,2002,25,DAL,Georgia Institute of Technology,67,18.2,6.9,2.6,6.3,40.8,0.3,1,32.9,1.4,1.7,83.3,0.5,1.3,1.7,3,0.6,0.1,1.6,6.8,899,2,1964-02-15 00:00:00,Guard,22.66,1980s,,0,True Negative
701,PATBURKE2002,Pat Burke,Not Inducted,,2002,2006,5,2011,200,,,62,12.6,4.3,1.8,4.8,38.2,0,0.1,14.3,0.6,0.9,69,0.9,1.4,2.4,0.4,0.3,0.4,0.8,3.7,,10,,,,,,0,True Negative
963,KYLEMACY1980,Kyle Macy,Not Inducted,,1980,1986,7,1991,200,,,82,17.9,8.1,3.3,6.5,51.1,0.1,0.6,23.5,1.3,1.5,89.9,0.5,1.1,1.6,2,0.9,0.1,1.2,8.2,,10,,,,,,0,True Negative
702,LARRYKRYSTKOWIAK1986,Larry Krystkowiak,Not Inducted,,1986,1996,11,2001,28,CHI,University of Montana,68,14.8,6.6,2.5,5.5,45.6,0,0.2,8.3,1.6,2.2,74.3,1.1,2.4,3.5,1.3,0.3,0.2,1,7.4,1474,2,1964-09-23 00:00:00,Forward,22.06,1980s,,0,True Negative
703,JOHNNYNEWMAN1986,Johnny Newman,Not Inducted,,1986,2001,16,2006,29,CLE,University of Richmond,59,10.7,5,1.9,4.7,41.1,0,0.4,4.5,1.1,1.3,86.8,0.6,0.6,1.2,0.5,0.3,0.1,0.8,3.4,271,2,1963-11-28 00:00:00,Forward,22.88,1980s,,0,True Negative
704,NATEMCMILLAN1986,Nate McMillan,Not Inducted,,1986,1997,12,2002,30,SEA,North Carolina State University,71,27.8,5.3,2,4.2,47.5,0,0.1,0,1.2,2,61.7,1.4,3.2,4.7,8.2,1.8,0.6,2.2,15.4,203,2,1964-08-03 00:00:00,Guard,22.2,1980s,,1,False Positive
705,KEVINDUCKWORTH1986,Kevin Duckworth,Not Inducted,,1986,1996,11,2001,33,SAS,Eastern Illinois University,65,13.5,5.4,2,4.2,47.6,0,0,0,1.4,2.1,68.7,1.2,2.3,3.4,0.4,0.3,0.3,1.2,5.9,404,2,1964-04-01 00:00:00,Center,22.54,1980s,,0,True Negative
706,JOHNNYROGERS1986,Johnny Rogers,Not Inducted,,1986,1987,2,1992,34,SAC,"University of California, Irvine",45,10.4,4.2,2,4.1,48.6,0,0.1,0,0.2,0.3,60,0.7,1,1.7,0.6,0.2,0.2,0.4,4.2,78007,2,1963-12-30 00:00:00,Forward,22.79,1980s,,0,True Negative
707,RAFAELADDISON1986,Rafael Addison,Not Inducted,,1986,1996,11,2001,39,PHO,Syracuse University,62,11.5,5.8,2.4,5.3,44.1,0.3,0.8,32,0.8,1,79.7,0.7,1,1.7,0.7,0.4,0.1,0.9,4.7,912,2,1964-07-22 00:00:00,Forward,22.23,1980s,,0,True Negative
708,DAVEFEITL1986,Dave Feitl,Not Inducted,,1986,1991,6,1996,43,HOU,University of Texas at El Paso,62,8,3.7,1.4,3.3,43.6,0,0,0,0.9,1.1,74.6,0.6,1.3,1.9,0.4,0.1,0.1,0.6,3.4,76703,2,1962-06-08 00:00:00,Center,24.35,1980s,,0,True Negative
709,DAVIDWINGATE1986,David Wingate,Not Inducted,,1986,2000,15,2005,44,PHI,Georgetown University,77,20.9,8.8,3.4,7.8,43,0.2,0.7,25,1.9,2.6,74.1,0.9,1.1,2,2,1.2,0.3,1.7,7.5,766,2,1963-12-15 00:00:00,Guard,22.83,1980s,,0,True Negative
710,KEITHSMITH1986,Keith Smith,Not Inducted,,1986,1986,1,1991,45,MIL,Loyola Marymount University,42,11,3.3,1.4,3.6,38,0.1,0.2,33.3,0.5,0.7,75,0.3,0.5,0.8,1,0.6,0.1,0.7,2.6,78192,2,1964-03-09 00:00:00,Guard,22.6,1980s,,0,True Negative
711,JEFFHORNACEK1986,Jeff Hornacek,Not Inducted,,1986,1999,14,2004,46,PHO,Iowa State University,80,19.5,5.3,2,4.4,45.4,0.2,0.5,27.9,1.2,1.5,77.7,0.5,1.8,2.3,4.5,0.9,0.1,1.9,8.4,204,2,1963-05-03 00:00:00,Guard,23.45,1980s,,0,True Negative
712,KENNYGATTISON1986,Kenny Gattison,Not Inducted,,1986,1995,10,2000,55,PHO,Old Dominion University,77,14.3,5.2,1.9,4,47.6,0,0,0,1.4,2.2,63.2,1.1,2.4,3.5,0.5,0.3,0.4,1.1,5.9,930,3,1964-05-23 00:00:00,Forward,22.4,1980s,,0,True Negative
713,MOMARTIN1986,Mo Martin,Not Inducted,,1986,1987,2,1992,200,,,43,6.7,3.4,1.2,3.1,37.8,0.1,0.3,20,1,1.5,63.6,0.3,0.7,1,0.8,0.3,0.1,0.8,2.3,77476,1,1964-07-02 00:00:00,Guard,22.29,1980s,,0,True Negative
714,MICHAELSTEWART1997,Michael Stewart,Not Inducted,,1997,2004,8,2009,200,,,81,21.7,4.6,1.9,4,48,0,0,0,0.8,1.8,45.8,2.4,4.2,6.6,0.8,0.4,2.4,1.1,10.7,,10,,,,,,0,True Negative
715,GRANTGONDREZICK1986,Grant Gondrezick,Not Inducted,,1986,1988,3,1993,77,PHO,Pepperdine University,64,13.1,5.5,2.1,4.7,45,0.1,0.3,23.5,1.2,1.7,70.1,0.7,1,1.7,1.3,0.4,0.1,0.9,4.9,76831,4,1963-01-19 00:00:00,Guard,23.74,1980s,,0,True Negative
716,CONNERHENRY1986,Conner Henry,Not Inducted,,1986,1987,2,1992,89,HOU,"University of California, Santa Barbara",54,6,2.3,0.9,2.5,33.8,0.2,0.8,31,0.3,0.5,63,0.1,0.5,0.6,0.6,0.2,0,0.5,1.4,77002,4,1963-07-21 00:00:00,Guard,23.24,1980s,,0,True Negative
717,CLINTONSMITH1986,Clinton Smith,Not Inducted,,1986,1990,5,1995,97,GSW,Cleveland State University,41,8.3,3.1,1.2,2.9,42.7,0,0,0,0.7,0.9,75,0.6,0.7,1.4,1.1,0.3,0,0.6,3.4,78181,5,1964-01-19 00:00:00,Forward,22.74,1980s,,0,True Negative
718,TIMKEMPTON1986,Tim Kempton,Not Inducted,,1986,1997,12,2002,124,LAC,University of Notre Dame,66,14.2,4.4,1.5,3.1,47.1,0,0,0,1.4,2.1,69.3,1.1,1.9,2.9,0.8,0.6,0.2,0.7,5.8,1118,6,1964-01-25 00:00:00,Center,22.72,1980s,,0,True Negative
719,FREDROBERTS1983,Fred Roberts,Not Inducted,,1983,1996,14,2001,200,,,79,19.4,7.3,2.7,5.1,53.6,0,0.1,25,1.8,2.2,83.7,1.3,2.6,3.8,1.2,0.7,0.5,1.3,9.5,,10,,,,,,1,False Positive
720,WAYMANTISDALE1985,Wayman Tisdale,Not Inducted,,1985,1996,12,2001,2,IND,University of Oklahoma,81,28.1,14.7,6.4,12.4,51.5,0,0,0,2,2.9,68.4,2.4,4.9,7.2,1,0.4,0.5,2.3,14.6,47,1,1964-06-09 00:00:00,Forward,21.35,1980s,,0,True Negative
721,BENOITBENJAMIN1985,Benoit Benjamin,Not Inducted,,1985,1999,15,2004,3,LAC,Creighton University,79,26.4,11.1,4.1,8.4,49,0,0,33.3,2.9,3.9,74.6,2,5.6,7.6,1,0.8,2.6,1.8,16,104,1,1964-11-22 00:00:00,Center,20.9,1980s,,1,False Positive
722,XAVIERMCDANIEL1985,Xavier McDaniel,Not Inducted,,1985,1997,13,2002,4,SEA,Wichita State University,82,33,17.1,7,14.3,49,0,0.1,20,3,4.4,68.7,3.7,4.2,8,2.4,1.2,0.5,3,17.4,1365,1,1963-06-04 00:00:00,Forward,22.37,1980s,,1,False Positive
964,PREDRAGDROBNJAK2001,Predrag Drobnjak,Not Inducted,,2001,2004,4,2009,200,,,64,18.3,6.8,3,6.5,46.1,0,0,0,0.9,1.1,75.3,1.2,2.3,3.4,0.8,0.3,0.5,0.8,7.3,,10,,,,,,0,True Negative
723,JONKONCAK1985,Jon Koncak,Not Inducted,,1985,1995,11,2000,5,ATL,Southern Methodist University,82,20.7,8.3,3.2,6.3,50.7,0,0,0,1.9,3.1,60.7,2.1,3.6,5.7,0.7,0.5,0.8,1.4,10.3,402,1,1963-05-17 00:00:00,Center,22.42,1980s,,0,True Negative
724,JOEKLEINE1985,Joe Kleine,Not Inducted,,1985,1999,15,2004,6,SAC,University of Arkansas,80,14.8,5.2,2,4.3,46.5,0,0,0,1.2,1.6,72.3,1.4,3.3,4.7,0.6,0.3,0.4,1.3,7.1,170,1,1962-01-04 00:00:00,Center,23.78,1980s,,0,True Negative
725,ANTOINECARR1984,Antoine Carr,Not Inducted,,1984,1999,16,2004,200,,,62,19.3,8,3.2,6,52.8,0,0.1,33.3,1.6,2.1,78.9,1.3,2.5,3.7,1.3,0.5,1.3,1.7,9.8,,10,,,,,,1,False Positive
726,DETLEFSCHREMPF1985,Detlef Schrempf,Not Inducted,,1985,2000,16,2005,8,DAL,University of Washington,64,15.1,6.2,2.2,4.9,45.1,0,0.1,42.9,1.7,2.4,72.4,1.1,2,3.1,1.4,0.4,0.2,1.3,6.5,96,1,1963-01-21 00:00:00,Forward,22.73,1980s,,0,True Negative
727,CHARLESOAKLEY1985,Charles Oakley,Not Inducted,,1985,2003,19,2008,9,CLE,Virginia Union University,77,23,9.6,3.6,7,51.9,0,0,0,2.3,3.5,66.2,3.3,5.3,8.6,1.7,0.9,0.4,2.3,14.4,891,1,1963-12-18 00:00:00,Forward,21.83,1980s,,1,False Positive
728,EDPINCKNEY1985,Ed Pinckney,Not Inducted,,1985,1996,12,2001,10,PHO,Villanova University,80,20,8.5,3.2,5.7,55.8,0,0,0,2.1,3.2,67.3,1.2,2.7,3.9,1.1,0.9,0.5,1.9,9.4,291,1,1963-03-27 00:00:00,Forward,22.55,1980s,,0,True Negative
729,KEITHLEE1985,Keith Lee,Not Inducted,,1985,1988,4,1993,11,CHI,University of Memphis,58,20.6,7.4,3.1,6.6,46.6,0,0.2,22.2,1.3,1.7,78.1,2,4.1,6.1,1.2,0.5,0.6,1.3,10.6,77361,1,1962-12-28 00:00:00,Forward,22.8,1980s,,0,True Negative
730,DEXTERCAMBRIDGE1992,Dexter Cambridge,Not Inducted,,1992,1992,1,1997,200,,,53,16.7,7,2.8,5.9,48.4,0,0.1,0,1.3,1.9,68.7,1.7,1.5,3.2,1.1,0.5,0.1,1.2,7,,10,,,,,,0,True Negative
731,ALFREDRICKHUGHES1985,Alfredrick Hughes,Not Inducted,,1985,1985,1,1990,14,SAS,Loyola University of Chicago,68,12.7,5.2,2.2,5.5,40.9,0,0.3,17.6,0.7,1.2,58.3,0.7,0.9,1.7,0.9,0.4,0.1,0.9,3.6,77076,1,1962-07-19 00:00:00,Forward,23.24,1980s,,0,True Negative
732,BLAIRRASMUSSEN1985,Blair Rasmussen,Not Inducted,,1985,1992,8,1997,15,DEN,University of Oregon,48,6.9,3.2,1.3,3.1,40.7,0,0,0,0.6,0.8,79.5,0.8,1.3,2,0.3,0.1,0.2,0.8,3,78656,1,1962-11-13 00:00:00,Forward,22.92,1980s,,0,True Negative
733,BILLWENNINGTON1985,Bill Wennington,Not Inducted,,1985,1999,15,2004,16,DAL,St. John's University,56,10,3.4,1.3,2.7,47.1,0,0.1,0,0.8,1.1,72.6,0.6,1.8,2.4,0.4,0.2,0.4,0.4,4.6,82,1,1963-04-26 00:00:00,Center,22.47,1980s,,0,True Negative
734,PETERTHIBEAUX1984,Peter Thibeaux,Not Inducted,,1984,1985,2,1990,200,,,51,9,4.5,1.8,3.8,48.2,0,0,0,0.8,1.3,64.2,0.6,0.8,1.4,0.3,0.2,0.3,0.7,3.6,,10,,,,,,0,True Negative
735,UWEBLAB1985,Uwe Blab,Not Inducted,,1985,1989,5,1994,17,DAL,Indiana University,48,8.5,2.6,0.9,2,46.8,0,0,0,0.8,1.4,53.7,0.5,1.4,1.9,0.4,0.1,0.3,0.6,2.9,76172,1,1962-03-26 00:00:00,Center,23.56,1980s,,0,True Negative
736,STEVEHARRIS1985,Steve Harris,Not Inducted,,1985,1989,5,1994,19,HOU,University of Tulsa,57,8.5,4.5,1.8,4.1,44.2,0,0.1,20,0.9,0.9,92.6,0.4,0.6,1,0.9,0.4,0.1,0.6,3.9,76960,1,1963-10-15 00:00:00,Guard,22,1980s,,0,True Negative
737,SAMVINCENT1985,Sam Vincent,Not Inducted,,1985,1991,7,1996,20,BOS,Michigan State University,57,7.6,3.2,1,2.8,36.4,0,0.1,25,1.1,1.2,92.9,0.2,0.6,0.8,1.2,0.3,0.1,0.9,2.9,78417,1,1963-05-18 00:00:00,Guard,22.41,1980s,,0,True Negative
738,TERRYCATLEDGE1985,Terry Catledge,Not Inducted,,1985,1992,8,1997,21,PHI,University of South Alabama,64,17.1,7.7,3.2,6.7,46.9,0,0.1,0,1.4,2.2,64.7,1.7,2.6,4.3,0.3,0.5,0.1,1.1,7.5,767,1,1963-08-22 00:00:00,Forward,22.15,1980s,,0,True Negative
739,JERRYREYNOLDS1985,Jerry Reynolds,Not Inducted,,1985,1995,11,2000,22,MIL,Louisiana State University,55,9.2,3.7,1.3,2.9,44.4,0,0,50,1.1,1.9,55.8,0.7,0.8,1.5,1.6,0.8,0.3,0.9,4.4,77946,1,1962-12-23 00:00:00,Guard,22.81,1980s,,0,True Negative
740,ACGREEN1985,A.C. Green,Not Inducted,,1985,2000,16,2005,23,LAL,Oregon State University,82,18.8,6.4,2.5,4.7,53.9,0,0.1,16.7,1.2,2,61.1,2,2.7,4.6,0.7,0.6,0.6,1.2,8.7,920,1,1963-10-04 00:00:00,Forward,22.03,1980s,,0,True Negative
741,TERRYPORTER1985,Terry Porter,Not Inducted,,1985,2001,17,2006,24,POR,University of Wisconsin-Stevens Point,79,15.4,7.1,2.7,5.7,47.4,0.2,0.5,31,1.6,2,80.6,0.4,1,1.5,2.5,1,0,1.3,7.4,345,1,1963-04-08 00:00:00,Guard,22.52,1980s,,0,True Negative
742,MIKESMREK1985,Mike Smrek,Not Inducted,,1985,1991,7,1996,25,POR,Canisius College,38,10.7,2.8,1.2,3.2,37.7,0,0.1,0,0.4,0.8,55.2,1.2,1.7,2.9,0.5,0.2,0.6,0.8,3.9,1091,2,1962-08-31 00:00:00,Center,23.12,1980s,,0,True Negative
743,BILLMARTIN1985,Bill Martin,Not Inducted,,1985,1987,3,1992,26,IND,Georgetown University,66,10.5,5,2.2,4.5,48,0,0.1,0,0.7,0.8,85.2,0.6,0.9,1.5,0.8,0.3,0.1,0.9,4.4,77481,2,1962-08-16 00:00:00,Forward,23.17,1980s,,0,True Negative
744,DWAYNEMCCLAIN1985,Dwayne McClain,Not Inducted,,1985,1985,1,1990,27,IND,Villanova University,45,10.2,3.5,1.5,4,38.3,0,0.2,11.1,0.4,0.8,51.4,0.3,0.4,0.7,1.5,0.8,0.1,0.9,2.8,77509,2,1963-02-07 00:00:00,Guard,22.69,1980s,,0,True Negative
